organism	tf_locus_tag	tf_name	tf_ortho_names	tg_locus_tag	tg_name	tg_ortho_names	interaction	ortho_pox	ortho_ani	ortho_ncr	ortho_sce	tfbs_count
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000074	PECH_000074	thr-4	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000075	PECH_000075		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000083	PECH_000083		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000087	PECH_000087		+	0	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000088	PECH_000088		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000089	PECH_000089		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000090	PECH_000090	amph-1	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000099	PECH_000099		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000105	PECH_000105		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000106	PECH_000106		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000108	PECH_000108		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000119	PECH_000119		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000120	PECH_000120		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000130	PECH_000130		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000132	PECH_000132		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000137	PECH_000137		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000138	PECH_000138		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000140	PECH_000140		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000162	PECH_000162		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000169	PECH_000169		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000177	PECH_000177		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000181	PECH_000181		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000193	PECH_000193		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000199	PECH_000199		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000203	PECH_000203	aro-7	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000206	PECH_000206	cyt-26	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000214	PECH_000214	un-10	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000215	PECH_000215	msh4	-	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000219	PECH_000219		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000229	PECH_000229		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000235	PECH_000235		-	1	0	1	0	19
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000236	PECH_000236		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000238	PECH_000238		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000243	PECH_000243		+	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000244	PECH_000244		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000256	PECH_000256		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000258	PECH_000258		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000269	PECH_000269		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000276	PECH_000276		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000277	PECH_000277		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000281	PECH_000281		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000284	PECH_000284		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000286	PECH_000286		+	0	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000294	PECH_000294	ecd-2	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000300	PECH_000300		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000302	PECH_000302		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000303	PECH_000303		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000314	PECH_000314		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000318	PECH_000318	tom7	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000321	PECH_000321		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000322	PECH_000322	tca-16	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000325	PECH_000325		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000332	PECH_000332		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000336	PECH_000336		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000342	PECH_000342		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000343	PECH_000343	tom40	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000347	PECH_000347		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000348	PECH_000348		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000350	PECH_000350		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000352	PECH_000352	sub-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000354	PECH_000354		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000358	PECH_000358		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000360	PECH_000360		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000364	PECH_000364		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000369	PECH_000369		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000372	PECH_000372		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000379	PECH_000379		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000381	PECH_000381		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000382	PECH_000382		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000386	PECH_000386		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000390	PECH_000390		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000395	PECH_000395		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000396	PECH_000396		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000399	PECH_000399		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000405	PECH_000405		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000407	PECH_000407		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000408	PECH_000408		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000420	PECH_000420		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000427	PECH_000427	RRP5	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000429	PECH_000429		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000435	PECH_000435	chol-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000437	PECH_000437		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000440	PECH_000440		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000446	PECH_000446		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000449	PECH_000449		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000450	PECH_000450		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000456	PECH_000456		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000460	PECH_000460	un-7	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000466	PECH_000466	mig-3	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000474	PECH_000474		-	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000476	PECH_000476		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000478	PECH_000478	div-4	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000479	PECH_000479		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000481	PECH_000481		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000483	PECH_000483		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000484	PECH_000484		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000489	PECH_000489		-	0	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000490	PECH_000490		-	0	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000496	PECH_000496		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000499	PECH_000499	gna-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000502	PECH_000502	al-3	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000503	PECH_000503		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000510	PECH_000510		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000518	PECH_000518		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000525	PECH_000525		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000531	PECH_000531		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000532	PECH_000532		-	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000540	PECH_000540	gua-3	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000548	PECH_000548		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000549	PECH_000549		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000552	PECH_000552		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000558	PECH_000558	ace-3	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000561	PECH_000561		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000562	PECH_000562	cel-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000563	PECH_000563	cel-2	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000568	PECH_000568		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000573	PECH_000573		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000575	PECH_000575		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000587	PECH_000587	ace1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000588	PECH_000588		+	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000594	PECH_000594		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000596	PECH_000596		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000603	PECH_000603		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000604	PECH_000604		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000610	PECH_000610		+	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000615	PECH_000615		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000619	PECH_000619		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000621	PECH_000621		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000622	PECH_000622		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000626	PECH_000626	fbp-1	-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000633	PECH_000633	cpc-1	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000640	PECH_000640		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000654	PECH_000654		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000655	PECH_000655		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000659	PECH_000659		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000664	PECH_000664	nuo11.6	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000670	PECH_000670		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000672	PECH_000672		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000681	PECH_000681		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000682	PECH_000682		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000684	PECH_000684	ccg-1	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000685	PECH_000685	con-10	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000686	PECH_000686		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000689	PECH_000689		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000690	PECH_000690	trp-4	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000691	PECH_000691		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000696	PECH_000696		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000698	PECH_000698	tim54	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000701	PECH_000701		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000708	PECH_000708		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000714	PECH_000714	gcy-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000715	PECH_000715	cut-1	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000716	PECH_000716		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000722	PECH_000722		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000723	PECH_000723		+	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000729	PECH_000729		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000732	PECH_000732		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000733	PECH_000733		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000734	PECH_000734		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000739	PECH_000739	pho-3	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000747	PECH_000747		-	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000759	PECH_000759	ena-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000764	PECH_000764	bio-1	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000767	PECH_000767		-	0	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000769	PECH_000769	tca-2	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000770	PECH_000770		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000779	PECH_000779		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000785	PECH_000785		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000786	PECH_000786		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000800	PECH_000800		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000806	PECH_000806		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000807	PECH_000807		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000808	PECH_000808		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000815	PECH_000815		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000823	PECH_000823		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000832	PECH_000832	lys-5	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000836	PECH_000836		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000846	PECH_000846		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000852	PECH_000852	anx14	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000857	PECH_000857		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000858	PECH_000858	gh13-4	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000869	PECH_000869	gh28-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000871	PECH_000871		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000872	PECH_000872	Pad-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000875	PECH_000875	leu-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000877	PECH_000877		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000878	PECH_000878		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000880	PECH_000880		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000890	PECH_000890		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000894	PECH_000894		+	1	0	1	0	2
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000907	PECH_000907		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000911	PECH_000911		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000912	PECH_000912		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000915	PECH_000915		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000917	PECH_000917	cys-9	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000918	PECH_000918		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000924	PECH_000924		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000925	PECH_000925	gln-2,gln-1	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000926	PECH_000926		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000930	PECH_000930	ccg-8	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000935	PECH_000935		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000936	PECH_000936		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000939	PECH_000939		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000940	PECH_000940	pex2	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000949	PECH_000949		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000957	PECH_000957		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000972	PECH_000972		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000975	PECH_000975		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000976	PECH_000976		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000982	PECH_000982		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000985	PECH_000985		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000987	PECH_000987	gh13-3	-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_000988	PECH_000988	acw-3	+	0	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001006	PECH_001006		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001015	PECH_001015		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001027	PECH_001027		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001031	PECH_001031	acw-11	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001032	PECH_001032		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001039	PECH_001039		-	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001042	PECH_001042		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001043	PECH_001043	aro-6	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001050	PECH_001050		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001055	PECH_001055	un-4	+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001058	PECH_001058		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001060	PECH_001060		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001063	PECH_001063		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001067	PECH_001067		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001069	PECH_001069		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001070	PECH_001070		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001074	PECH_001074		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001075	PECH_001075		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001085	PECH_001085		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001090	PECH_001090		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001091	PECH_001091		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001092	PECH_001092		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001098	PECH_001098		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001099	PECH_001099	his-2	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001109	PECH_001109		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001113	PECH_001113		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001117	PECH_001117		-	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001122	PECH_001122		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001130	PECH_001130		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001133	PECH_001133		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001135	PECH_001135		+	1	0	1	0	1
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001136	PECH_001136	leu-6	+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001137	PECH_001137		+	1	0	1	0	0
Pucsensis	PECH_000278	PECH_000278	col-26	PECH_001142	PECH_001142	trp-2	+	1	0	1	0	0
