#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T017289_2.00	F039_2.00	TS12_2.00	M00751_2.00	MS17_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH3046	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01103_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9309	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01104_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH11377	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01105_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH11412	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01106_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH11493	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01107_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH11338	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01108_2.00	MS57_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH11261	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01517_2.00	MS63_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	Sum1	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01671_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH7395	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01672_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8202	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01673_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9369	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01674_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9242	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01675_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8216	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01676_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9237	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01677_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9222	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01678_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9254	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01679_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH7876	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01680_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9180	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01681_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH7875	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01682_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9335	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01683_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH1294	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01684_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8550	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01685_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9279	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01686_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9260	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01687_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9209	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01688_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8406	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01689_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9295	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01690_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8997	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01691_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9097	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01692_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH9380	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01693_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8916	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M01694_2.00	MS64_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	pTH8863	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M02652_2.00	MS31_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	MA0045.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M05900_2.00	MS19_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	Xrp1_CG6272_SANGER_5_FBgn0261113	B1H	FlyFactorSurvey	B1H	Zhu	2011	21097781	July 2012	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M07439_2.00	MS31_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	MA0398.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M08478_2.00	MS13_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	YDR310C_383	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M08479_2.00	MS13_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	YDR310C_478	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M09769_2.00	MS59_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	V$HMGIY_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M09770_2.00	MS59_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	V$HMGIY_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M09771_2.00	MS59_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	V$HMGA2_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T017289_2.00	F039_2.00	TS12_2.00	M09772_2.00	MS59_2.00	AN9132	ANIA_09132	Aspergillus_nidulans	I	AT hook	AT_hook	1	0.989594959467439	P$HMGIY_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025711_2.00	F077_2.00	TS12_2.00	.	.	AN7583	ANIA_07583	Aspergillus_nidulans	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025712_2.00	F077_2.00	TS12_2.00	.	.	AN11119	ANIA_11119	Aspergillus_nidulans	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031754_2.00	F082_2.00	TS12_2.00	M01109_2.00	MS57_2.00	AN7170	ANIA_07170	Aspergillus_nidulans	D	bHLH	HLH	1	0.837833807768996	pEX0194	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031755_2.00	F082_2.00	TS12_2.00	M01110_2.00	MS57_2.00	AN7553	ANIA_07553	Aspergillus_nidulans	D	bHLH	HLH	1	0.837833807768996	pEX0377	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031756_2.00	F082_2.00	TS12_2.00	M01111_2.00	MS57_2.00	AN7661	ANIA_07661	Aspergillus_nidulans	D	bHLH	HLH	1	0.837833807768996	pEX0379	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031757_2.00	F082_2.00	TS12_2.00	.	.	AN7734	ANIA_07734	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031758_2.00	F082_2.00	TS12_2.00	M01112_2.00	MS57_2.00	AN1298	ANIA_01298	Aspergillus_nidulans	D	bHLH	HLH	1	0.837833807768996	pEX0385	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031759_2.00	F082_2.00	TS12_2.00	M01764_2.00	MS64_2.00	AN1114	ANIA_01114	Aspergillus_nidulans	I	bHLH	HLH	1	0.837833807768996	pTH8886	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031760_2.00	F082_2.00	TS12_2.00	.	.	AN10132	ANIA_10132	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031761_2.00	F082_2.00	TS12_2.00	.	.	AN0396	ANIA_00396	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031762_2.00	F082_2.00	TS12_2.00	.	.	AN8271	ANIA_08271	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031763_2.00	F082_2.00	TS12_2.00	.	.	AN5078	ANIA_05078	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031764_2.00	F082_2.00	TS12_2.00	.	.	AN6295	ANIA_06295	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031765_2.00	F082_2.00	TS12_2.00	.	.	AN2392	ANIA_02392	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T031766_2.00	F082_2.00	TS12_2.00	.	.	AN2811	ANIA_02811	Aspergillus_nidulans	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057740_2.00	F091_2.00	TS12_2.00	M01790_2.00	MS64_2.00	AN7513	ANIA_07513	Aspergillus_nidulans	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8213	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057741_2.00	F091_2.00	TS12_2.00	.	.	AN7542	flbB	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057742_2.00	F091_2.00	TS12_2.00	.	.	AN9397	ANIA_09397	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057743_2.00	F091_2.00	TS12_2.00	M01791_2.00	MS64_2.00	AN11891	ANIA_00951	Aspergillus_nidulans	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8230	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057744_2.00	F091_2.00	TS12_2.00	.	.	AN0825	ANIA_00825	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057745_2.00	F091_2.00	TS12_2.00	.	.	AN0748	ANIA_00748	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057746_2.00	F091_2.00	TS12_2.00	.	.	AN0671	ANIA_00671	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057747_2.00	F091_2.00	TS12_2.00	M01135_2.00	MS57_2.00	AN0033	ANIA_00033	Aspergillus_nidulans	D	bZIP	bZIP_1	1	0.7817561867494799	pEX0400	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057748_2.00	F091_2.00	TS12_2.00	M01829_2.00	MS64_2.00	AN5218	ANIA_05218	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	pTH7753	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057748_2.00	F091_2.00	TS12_2.00	M01835_2.00	MS64_2.00	AN5218	ANIA_05218	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	pTH8927	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057748_2.00	F091_2.00	TS12_2.00	M10086_2.00	MS59_2.00	AN5218	ANIA_05218	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	F$CYS3_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057749_2.00	F091_2.00	TS12_2.00	.	.	AN8101	ANIA_08101	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057750_2.00	F091_2.00	TS12_2.00	.	.	AN8251	ANIA_08251	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057751_2.00	F091_2.00	TS12_2.00	M01136_2.00	MS57_2.00	AN10483	ANIA_10483	Aspergillus_nidulans	D	bZIP	bZIP_1	1	0.7817561867494799	pEX0419	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057752_2.00	F091_2.00	TS12_2.00	.	.	AN3675	ANIA_03675	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057753_2.00	F091_2.00	TS12_2.00	.	.	AN3538	ANIA_03538	Aspergillus_nidulans	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057754_2.00	F091_2.00	TS12_2.00	M01833_2.00	MS64_2.00	AN4900	ANIA_04900	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	pTH8796	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057755_2.00	F091_2.00	TS12_2.00	M01137_2.00	MS57_2.00	AN4562	ANIA_04562	Aspergillus_nidulans	D	bZIP	bZIP_1	1	0.7817561867494799	pEX0236	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057756_2.00	F091_2.00	TS12_2.00	M01829_2.00	MS64_2.00	AN4361	ANIA_04361	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	pTH7753	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057756_2.00	F091_2.00	TS12_2.00	M01835_2.00	MS64_2.00	AN4361	ANIA_04361	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	pTH8927	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T057756_2.00	F091_2.00	TS12_2.00	M10086_2.00	MS59_2.00	AN4361	ANIA_04361	Aspergillus_nidulans	I	bZIP	bZIP_1	1	0.7817561867494799	F$CYS3_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
