#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T016848_2.00	F035_2.00	TS69_2.00	.	.	NCU04079	NCU04079	Neurospora_crassa	N	ARID/BRIGHT,Rap1	ARID,Rap1-DNA-bind	2	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T018087_2.00	F039_2.00	TS69_2.00	M01693_2.00	MS64_2.00	NCU01145	NCU01145	Neurospora_crassa	D	AT hook	AT_hook	1	0.989594959467439	pTH8916	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T018088_2.00	F039_2.00	TS69_2.00	M01694_2.00	MS64_2.00	NCU05635	NCU05635	Neurospora_crassa	D	AT hook	AT_hook	1	0.989594959467439	pTH8863	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T028793_2.00	F077_2.00	TS69_2.00	.	.	NCU00753	NCU00753	Neurospora_crassa	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051535_2.00	F082_2.00	TS69_2.00	M01759_2.00	MS64_2.00	NCU00144	NCU00144	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8808	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051536_2.00	F082_2.00	TS69_2.00	M01760_2.00	MS64_2.00	NCU00749	chc-1	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8798	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051537_2.00	F082_2.00	TS69_2.00	M01761_2.00	MS64_2.00	NCU01871	NCU01871	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8618	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051538_2.00	F082_2.00	TS69_2.00	.	.	NCU02719	NCU02719	Neurospora_crassa	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051539_2.00	F082_2.00	TS69_2.00	M01762_2.00	MS64_2.00	NCU02724	NCU02724	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH9695	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051540_2.00	F082_2.00	TS69_2.00	M01763_2.00	MS64_2.00	NCU02957	NCU02957	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8839	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051541_2.00	F082_2.00	TS69_2.00	M01764_2.00	MS64_2.00	NCU03077	NCU03077	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8886	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051542_2.00	F082_2.00	TS69_2.00	M01115_2.00	MS57_2.00	NCU04731	sah-2	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH9680	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051543_2.00	F082_2.00	TS69_2.00	M01765_2.00	MS64_2.00	NCU05970	NCU05970	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8894	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051544_2.00	F082_2.00	TS69_2.00	M01766_2.00	MS64_2.00	NCU06744	NCU06744	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8628	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051545_2.00	F082_2.00	TS69_2.00	.	.	NCU08184	NCU08184	Neurospora_crassa	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051546_2.00	F082_2.00	TS69_2.00	M01116_2.00	MS57_2.00	NCU08999	NCU08999	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8827	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051547_2.00	F082_2.00	TS69_2.00	M01117_2.00	MS57_2.00	NCU09315	nuc-1	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8939	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T051548_2.00	F082_2.00	TS69_2.00	M01767_2.00	MS64_2.00	NCU11295	NCU11295	Neurospora_crassa	D	bHLH	HLH	1	0.837833807768996	pTH8829	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072764_2.00	F091_2.00	TS69_2.00	.	.	CYS3_NEUCR	CYS3_NEUCR	Neurospora_crassa	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072838_2.00	F091_2.00	TS69_2.00	M01833_2.00	MS64_2.00	NCU00223	NCU00223	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8796	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072839_2.00	F091_2.00	TS69_2.00	M01145_2.00	MS57_2.00	NCU00499	ada-1	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH9659	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072840_2.00	F091_2.00	TS69_2.00	M01146_2.00	MS57_2.00	NCU01074	NCU01074	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8612	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072841_2.00	F091_2.00	TS69_2.00	M01147_2.00	MS57_2.00	NCU01345	asl-1	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8918	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072842_2.00	F091_2.00	TS69_2.00	.	.	NCU01459	ts	Neurospora_crassa	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072843_2.00	F091_2.00	TS69_2.00	M01148_2.00	MS57_2.00	NCU01856	NCU01856	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8617	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072844_2.00	F091_2.00	TS69_2.00	M01834_2.00	MS64_2.00	NCU01994	NCU01994	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH9664	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072845_2.00	F091_2.00	TS69_2.00	M01835_2.00	MS64_2.00	NCU03536	cys-3	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8927	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072845_2.00	F091_2.00	TS69_2.00	M10086_2.00	MS59_2.00	NCU03536	cys-3	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	F$CYS3_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072846_2.00	F091_2.00	TS69_2.00	M01149_2.00	MS57_2.00	NCU03905	NCU03905	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8797	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072847_2.00	F091_2.00	TS69_2.00	M01836_2.00	MS64_2.00	NCU04050	cpc-1	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8625	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072848_2.00	F091_2.00	TS69_2.00	M01837_2.00	MS64_2.00	NCU04058	NCU04058	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8802	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072849_2.00	F091_2.00	TS69_2.00	M01150_2.00	MS57_2.00	NCU04211	NCU04211	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH9679	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072850_2.00	F091_2.00	TS69_2.00	M01151_2.00	MS57_2.00	NCU05637	NCU05637	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8818	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072851_2.00	F091_2.00	TS69_2.00	M01838_2.00	MS64_2.00	NCU06399	NCU06399	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8623	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072852_2.00	F091_2.00	TS69_2.00	M01839_2.00	MS64_2.00	NCU06965	NCU06965	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8953	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072853_2.00	F091_2.00	TS69_2.00	.	.	NCU07000	NCU07000	Neurospora_crassa	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072854_2.00	F091_2.00	TS69_2.00	M01152_2.00	MS57_2.00	NCU07379	NCU07379	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH9684	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072855_2.00	F091_2.00	TS69_2.00	M01840_2.00	MS64_2.00	NCU08055	NCU08055	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8629	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072856_2.00	F091_2.00	TS69_2.00	M01841_2.00	MS64_2.00	NCU08744	NCU08744	Neurospora_crassa	D	bZIP	bZIP_1	1	0.7817561867494799	pTH8630	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072857_2.00	F091_2.00	TS69_2.00	.	.	NCU08891	NCU08891	Neurospora_crassa	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T072858_2.00	F091_2.00	TS69_2.00	.	.	NCU16494	NCU16494	Neurospora_crassa	N	bZIP	bZIP_1	1	0.7817561867494799	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144835_2.00	F135_2.00	TS69_2.00	.	.	NCU00038	NCU00038	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144836_2.00	F135_2.00	TS69_2.00	M01868_2.00	MS64_2.00	NCU00090	NCU00090	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH9691	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144837_2.00	F135_2.00	TS69_2.00	M01869_2.00	MS64_2.00	NCU00285	NCU00285	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8803	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144838_2.00	F135_2.00	TS69_2.00	M01870_2.00	MS64_2.00	NCU00340	pp-1	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8626	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144839_2.00	F135_2.00	TS69_2.00	M01871_2.00	MS64_2.00	NCU00694	NCU00694	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8804	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144840_2.00	F135_2.00	TS69_2.00	M01872_2.00	MS64_2.00	NCU01122	NCU01122	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8915	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144841_2.00	F135_2.00	TS69_2.00	M01191_2.00	MS57_2.00	NCU01629	NCU01629	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH9692	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144842_2.00	F135_2.00	TS69_2.00	M01873_2.00	MS64_2.00	NCU01640	rpn-4	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8963	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144843_2.00	F135_2.00	TS69_2.00	M01874_2.00	MS64_2.00	NCU02487	NCU02487	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8885	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144844_2.00	F135_2.00	TS69_2.00	.	.	NCU02621	NCU02621	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144845_2.00	F135_2.00	TS69_2.00	M01875_2.00	MS64_2.00	NCU02666	NCU02666	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8838	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144846_2.00	F135_2.00	TS69_2.00	M01192_2.00	MS57_2.00	NCU02671	msn-1	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8923	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144847_2.00	F135_2.00	TS69_2.00	.	.	NCU02699	NCU02699	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144848_2.00	F135_2.00	TS69_2.00	M01876_2.00	MS64_2.00	NCU02713	csp-1	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH9015	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144849_2.00	F135_2.00	TS69_2.00	M01193_2.00	MS57_2.00	NCU03043	NCU03043	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8622	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144850_2.00	F135_2.00	TS69_2.00	M01474_2.00	MS58_2.00	NCU03184	NCU03184	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH10252	PBM	TFs_NonAnimalZFs	PBM	Najafabadi	2015a	25690854	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144851_2.00	F135_2.00	TS69_2.00	.	.	NCU03206	NCU03206	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144852_2.00	F135_2.00	TS69_2.00	M01194_2.00	MS57_2.00	NCU03421	NCU03421	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH11830	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144853_2.00	F135_2.00	TS69_2.00	M01877_2.00	MS64_2.00	NCU03552	NCU03552	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH9675	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144854_2.00	F135_2.00	TS69_2.00	M01878_2.00	MS64_2.00	NCU03699	NCU03699	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8956	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144855_2.00	F135_2.00	TS69_2.00	.	.	NCU03878	NCU03878	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144856_2.00	F135_2.00	TS69_2.00	M01879_2.00	MS64_2.00	NCU03975	NCU03975	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH9677	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144857_2.00	F135_2.00	TS69_2.00	.	.	NCU04022	NCU04022	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144858_2.00	F135_2.00	TS69_2.00	.	.	NCU04179	sah-1	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144859_2.00	F135_2.00	TS69_2.00	.	.	NCU04619	NCU04619	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144860_2.00	F135_2.00	TS69_2.00	.	.	NCU04628	NCU04628	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144861_2.00	F135_2.00	TS69_2.00	M01880_2.00	MS64_2.00	NCU04848	NCU04848	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8844	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144862_2.00	F135_2.00	TS69_2.00	M01881_2.00	MS64_2.00	NCU05022	NCU05022	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8932	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144863_2.00	F135_2.00	TS69_2.00	M01882_2.00	MS64_2.00	NCU05024	NCU05024	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8933	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144864_2.00	F135_2.00	TS69_2.00	.	.	NCU05025	NCU05025	Neurospora_crassa	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144865_2.00	F135_2.00	TS69_2.00	M01195_2.00	MS57_2.00	NCU05061	NCU05061	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8822	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144866_2.00	F135_2.00	TS69_2.00	M01883_2.00	MS64_2.00	NCU05064	NCU05064	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8949	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144867_2.00	F135_2.00	TS69_2.00	M01884_2.00	MS64_2.00	NCU05242	NCU05242	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8950	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
T144868_2.00	F135_2.00	TS69_2.00	M01885_2.00	MS64_2.00	NCU05285	NCU05285	Neurospora_crassa	D	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH8892	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Misc	http://hugheslab.med.utoronto.ca/	2018	Jan	19
